project_id,report_month,project_name,source_file,flag_category,severity,flag_reason
124470,2026-06,134.549,FlashReport_June_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 120.0 Cr (2026-05) to 618.33 Cr (2026-06)
124470,2026-06,134.549,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 618.33 Cr (2026-05) to 53.13 Cr (2026-06)
12509,2026-06,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1745 Treatment of landslide zone from location no. 01 to 28 km 62.860 to 152.750 on NH-",FlashReport_June_2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 98.5% (from 98.5% in 2026-05 to 0.0% in 2026-06)
12800,2025-12,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1083 Construction of 2 lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw existing km 60.900 of old NH-40 to NH-106 old NH-44E, Meghalaya on EPC Mode",FlashReport_December_2025.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 30.0% (from 30.0% in 2025-06 to 0.0% in 2025-12)
12800,2025-12,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1083 Construction of 2 lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw existing km 60.900 of old NH-40 to NH-106 old NH-44E, Meghalaya on EPC Mode",FlashReport_December_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 620.3 Cr (2025-06) to 91.0 Cr (2025-12)
12800,2026-01,"Construction of 2 lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw existing km 60.900 of old NH-40 to NH-106 old NH-44E, Meghalaya on EPC Mode",FlashReport_January_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 91.0 Cr (2025-12) to 686.03 Cr (2026-01)
12800,2026-01,"Construction of 2 lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw existing km 60.900 of old NH-40 to NH-106 old NH-44E, Meghalaya on EPC Mode",FlashReport_January_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 686.03 Cr (2025-12) to 202.27 Cr (2026-01)
12920,2026-01,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 871 Vairengte Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode. Project Length 29.360 km under NHO-NE Package-2",FlashReport_January_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1716.21 Cr (2025-12) to 93.0 Cr (2026-01)
12920,2026-02,Vairengte Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode. Project Length 29.360 km under NHO-NE Package-2,FlashReport_February_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 93.0 Cr (2026-01) to 1716.21 Cr (2026-02)
131600,2026-03,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1569 Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from Punjab. Job No NH-254-PB-2022-23-565",FlashReport_March_2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 30.0% (from 30.0% in 2026-02 to 0.0% in 2026-03)
131600,2026-04,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from Punjab. Job No NH-254-PB-2022-23-565,FlashReport_April2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 546.67 Cr (2026-03) to 0.0 Cr (2026-04)
134950,2026-03,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project Sampark BRO on EPC mode Package-VI Job no NH-144A-J&K-2021-22-106,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 395.25 Cr (2026-02) to 139.45 Cr (2026-03)
134950,2026-06,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project Sampark BRO on EPC mode Package-VI Job no NH-144A-J&K-2021-22-106,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 395.25 Cr (2026-05) to 156.58 Cr (2026-06)
142000,2026-05,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1464 Construction of 4-Laning of West Serawlg-Sairang section of NH-6 from Existing Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8",FlashReport_May2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 875.79 Cr (2026-04) to 130.0 Cr (2026-05)
142000,2026-06,Construction of 4-Laning of West Serawlg-Sairang section of NH-6 from Existing Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8,FlashReport_June_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 130.0 Cr (2026-05) to 875.79 Cr (2026-06)
142000,2026-06,Construction of 4-Laning of West Serawlg-Sairang section of NH-6 from Existing Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 875.79 Cr (2026-05) to 0.0 Cr (2026-06)
14380,2026-06,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 867 Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from design Ch 0020 Start of proposed Karimganj Bypass from NH -8 to design Chainage Km Churaibari in the State of Assam on HAM Mode Package-7",FlashReport_June_2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 40.3% (from 40.4% in 2026-05 to 0.06% in 2026-06)
14380,2026-06,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 867 Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from design Ch 0020 Start of proposed Karimganj Bypass from NH -8 to design Chainage Km Churaibari in the State of Assam on HAM Mode Package-7",FlashReport_June_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 791.79 Cr (2026-05) to 100.0 Cr (2026-06)
149476,2026-04,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1337 Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli the",FlashReport_April2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 31.7% (from 31.71% in 2026-03 to 0.0% in 2026-04)
149476,2026-05,Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli the,FlashReport_May2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 316.44 Cr (2026-04) to 0.0 Cr (2026-05)
151330,2025-12,Improvement/Widening to 2-L with Paved Shoulder/ 4-Laning of NH-40 section from length 368 m between Shillong-Dawki under JICA ODA Loan assistance Phase-II Pkg- 5 -Balance work,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 107.86 Cr (2025-06) to 0.0 Cr (2025-12)
15500,2025-12,NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 290.9 Cr (2025-06) to 0.0 Cr (2025-12)
160000,2026-04,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 841 Mallapalle Ch. 176000Package-07",FlashReport_April2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 987.1 Cr (2026-03) to 94.0 Cr (2026-04)
160000,2026-05,Mallapalle Ch. 176000Package-07,FlashReport_May2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 94.0 Cr (2026-04) to 987.1 Cr (2026-05)
160000,2026-05,Mallapalle Ch. 176000Package-07,FlashReport_May2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 987.1 Cr (2026-04) to 319.74 Cr (2026-05)
16439,2026-05,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1321 Six laning with both sides Service Road of Ayodhya Bypass from Design Km 0000",FlashReport_May2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1123.17 Cr (2026-04) to 121.0 Cr (2026-05)
16439,2026-06,Six laning with both sides Service Road of Ayodhya Bypass from Design Km 0000,FlashReport_June_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 121.0 Cr (2026-05) to 1123.17 Cr (2026-06)
16439,2026-06,Six laning with both sides Service Road of Ayodhya Bypass from Design Km 0000,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 1123.17 Cr (2026-05) to 141.71 Cr (2026-06)
16900,2026-03,Bypass Green Field and Brownfield 2-LanePS of NH-315 OLD NH-38 in Tinsukia District under NHO- NE Package-4,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 356.65 Cr (2026-02) to 0.0 Cr (2026-03)
170700,2026-02,on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC mode.,FlashReport_February_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 207.05 Cr (2026-01) to 54.38 Cr (2026-02)
188830,2026-02,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1583 Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala-Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near",FlashReport_February_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1759.82 Cr (2026-01) to 145.0 Cr (2026-02)
188830,2026-03,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala-Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near,FlashReport_March_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 145.0 Cr (2026-02) to 1759.82 Cr (2026-03)
188830,2026-05,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1620 Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala-Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near",FlashReport_May2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1759.82 Cr (2026-04) to 139.0 Cr (2026-05)
22700,2026-04,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1368 Balance work of Rehabilitation and Up-gradation to 2-lane road with paved shoulders configuration for NH- 965DD from Pacharal-Mandangad-Mhapral-Rajewadi Upto Babasaheb Ambedkar Ch-0000 to 7325 Km length Km 59.725 in the state of Maharashtra on EPC mode. Balance Work",FlashReport_April2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 93.0% (from 93.0% in 2026-03 to 0.0% in 2026-04)
22700,2026-05,Balance work of Rehabilitation and Up-gradation to 2-lane road with paved shoulders configuration for NH- 965DD from Pacharal-Mandangad-Mhapral-Rajewadi Upto Babasaheb Ambedkar Ch-0000 to 7325 Km length Km 59.725 in the state of Maharashtra on EPC mode. Balance Work,FlashReport_May2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 388.93 Cr (2026-04) to 0.0 Cr (2026-05)
228000,2025-12,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 783 Polavaram Ch. 260000of [NH-544G] Package-11",FlashReport_December_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1292.65 Cr (2025-06) to 77.0 Cr (2025-12)
228000,2026-01,Polavaram Ch. 260000of [NH-544G] Package-11,FlashReport_January_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 77.0 Cr (2025-12) to 1292.65 Cr (2026-01)
228000,2026-01,Polavaram Ch. 260000of [NH-544G] Package-11,FlashReport_January_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 1292.65 Cr (2025-12) to 255.86 Cr (2026-01)
242500,2026-01,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Tripura on EPC basis under NHO-NE,FlashReport_January_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 81.54 Cr (2025-06) to 0.0 Cr (2026-01)
24320,2026-01,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",FlashReport_January_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 300.02 Cr (2025-06) to 0.0 Cr (2026-01)
244000,2025-12,NH-765 Package-2,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 111.65 Cr (2025-06) to 0.0 Cr (2025-12)
244000,2026-02,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 794 NH-765 Package-2",FlashReport_February_2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 84.0% (from 84.0% in 2026-01 to 0.0% in 2026-02)
244000,2026-03,NH-765 Package-2,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 244.83 Cr (2026-02) to 0.0 Cr (2026-03)
24700,2025-12,Construction of 2-Lane with paved shoulders of Shillong Western Bypass starting from NH-06 near Ladumsaw existing Km 60.900 of old NH40 to NH106 old NH 44E Meghalaya on EPC Mode Greenfield alignment,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 297.91 Cr (2025-06) to 0.0 Cr (2025-12)
249000,2026-03,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1550",FlashReport_March_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1539.75 Cr (2026-02) to 133.0 Cr (2026-03)
249000,2026-04,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1550",FlashReport_April2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 133.0 Cr (2026-03) to 1539.75 Cr (2026-04)
262175,2025-12,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway from Taphukuki to Daili section of Imphal-Kohima road NH-02 Design Chainage from Km,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 218.03 Cr (2025-06) to 0.0 Cr (2025-12)
263800,2025-12,- Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode Package-1,FlashReport_December_2025.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 40.4% (from 40.36% in 2025-06 to 0.0% in 2025-12)
263800,2025-12,- Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode Package-1,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 539.19 Cr (2025-06) to 0.0 Cr (2025-12)
26400,2026-01,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 854 15/AS/2021-22/234",FlashReport_January_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 535.03 Cr (2025-12) to 92.0 Cr (2026-01)
26400,2026-02,15/AS/2021-22/234,FlashReport_February_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 92.0 Cr (2026-01) to 535.03 Cr (2026-02)
26400,2026-02,15/AS/2021-22/234,FlashReport_February_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 535.03 Cr (2026-01) to 161.56 Cr (2026-02)
26400,2026-06,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 853 15/AS/2021-22/234",FlashReport_June_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 535.03 Cr (2026-05) to 99.0 Cr (2026-06)
30050,2026-03,Rehabilitation and Up gradation to 2-lane with paved shoulder of Keifang Section under Bharatmala Pariyojna on EPC Mode Seling-Dulte - III,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 292.23 Cr (2026-02) to 0.0 Cr (2026-03)
34795,2025-12,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for mode under NH O-NE,FlashReport_December_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 100.51 Cr (2025-06) to 0.0 Cr (2025-12)
34795,2026-05,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1569 Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for mode under NH O-NE",FlashReport_May2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 87.0% (from 87.0% in 2026-04 to 0.0% in 2026-05)
34795,2026-06,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for mode under NH O-NE,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 430.24 Cr (2026-05) to 0.0 Cr (2026-06)
36300,2026-03,Bara in the State of Rajasthan on EPC Mode.,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 154.89 Cr (2026-02) to 11.56 Cr (2026-03)
37000,2026-04,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- EPC mode underNHDP Phase-V,FlashReport_April2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 44.6% (from 75.77% in 2026-03 to 31.16% in 2026-04)
37000,2026-04,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- EPC mode underNHDP Phase-V,FlashReport_April2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 411.16 Cr (2026-03) to 81.11 Cr (2026-04)
37000,2026-06,Construction of Four Lane Nagpur-Katol section of NH-353J including Mitigation EPC Mode,FlashReport_June_2026.pdf,PROGRESS_REGRESSION,MEDIUM,Physical progress dropped by 35.0% (from 35.05% in 2026-05 to 0.0% in 2026-06)
37000,2026-06,Construction of Four Lane Nagpur-Katol section of NH-353J including Mitigation EPC Mode,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 120.44 Cr (2026-05) to 0.0 Cr (2026-06)
38760,2025-11,"nos. upgrading of feeder mains, pumping station etc. - Phase II",FlashReport_November_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 799.74 Cr (2025-10) to 88.86 Cr (2025-11)
39500,2026-02,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 944 Improvement and Up gradation to four lane with Paved shoulder configuration from 227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid Annuity Model HAM basis",FlashReport_February_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 1661.25 Cr (2026-01) to 109.0 Cr (2026-02)
39500,2026-03,Improvement and Up gradation to four lane with Paved shoulder configuration from 227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid Annuity Model HAM basis,FlashReport_March_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 109.0 Cr (2026-02) to 1661.25 Cr (2026-03)
39500,2026-03,Improvement and Up gradation to four lane with Paved shoulder configuration from 227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid Annuity Model HAM basis,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 1661.25 Cr (2026-02) to 0.0 Cr (2026-03)
400006,2026-01,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,FlashReport_January_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 73.0 Cr (2025-12) to 808.99 Cr (2026-01)
400012,2025-08,Kandla Gorakhpur LPG Pipeline,FlashReport_August_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 12.0 Cr (2025-07) to 10088.0 Cr (2025-08)
400012,2025-12,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 342 Kandla Gorakhpur LPG Pipeline",FlashReport_December_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 10088.0 Cr (2025-11) to 61.0 Cr (2025-12)
400012,2026-01,Kandla Gorakhpur LPG Pipeline,FlashReport_January_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 61.0 Cr (2025-12) to 10088.0 Cr (2026-01)
400012,2026-02,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 357 Kandla Gorakhpur LPG Pipeline",FlashReport_February_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 10088.0 Cr (2026-01) to 80.0 Cr (2026-02)
400012,2026-03,Kandla Gorakhpur LPG Pipeline,FlashReport_March_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 80.0 Cr (2026-02) to 10088.0 Cr (2026-03)
400012,2026-06,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 341 Kandla Gorakhpur LPG Pipeline",FlashReport_June_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 10088.0 Cr (2026-05) to 74.0 Cr (2026-06)
400013,2026-02,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1895 Saturation 4G mobile coverage of Uncovered Villages through USOF",FlashReport_February_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 26316.0 Cr (2026-01) to 163.0 Cr (2026-02)
400013,2026-03,Saturation 4G mobile coverage of Uncovered Villages through USOF,FlashReport_March_2026.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 163.0 Cr (2026-02) to 26316.0 Cr (2026-03)
400013,2026-03,Saturation 4G mobile coverage of Uncovered Villages through USOF,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 26316.0 Cr (2026-02) to 9791.8 Cr (2026-03)
400022,2025-07,Taranga Hill-Abu Road via Ambaji,FlashReport_July_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 2798.16 Cr (2025-06) to 7.0 Cr (2025-07)
400022,2025-07,Taranga Hill-Abu Road via Ambaji,FlashReport_July_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 1103.16 Cr (2025-06) to 7.0 Cr (2025-07)
400022,2025-08,Taranga Hill-Abu Road via Ambaji,FlashReport_August_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 7.0 Cr (2025-07) to 2798.0 Cr (2025-08)
400033,2025-07,BHATADI EXPANSION OC,FlashReport_July_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 61.33 Cr (2025-06) to 20.52 Cr (2025-07)
400045,2026-03,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,FlashReport_March_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 168.32 Cr (2026-02) to 69.85 Cr (2026-03)
400073,2026-06,KONAR EXPANSION OCP,FlashReport_June_2026.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 433.64 Cr (2026-05) to 172.3 Cr (2026-06)
400078,2025-07,"New Mundra Panipat Crude Oil Pipeline Multi-States (Gujarat, Haryana,",FlashReport_July_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 9028.0 Cr (2025-06) to 12.0 Cr (2025-07)
400078,2025-07,"New Mundra Panipat Crude Oil Pipeline Multi-States (Gujarat, Haryana,",FlashReport_July_2025.pdf,EXPENDITURE_DROP,MEDIUM,Cumulative expenditure dropped from 6734.76 Cr (2025-06) to 12.0 Cr (2025-07)
400078,2025-09,"New Mundra Panipat Crude Oil Pipeline Multi-States (Gujarat, Haryana,",FlashReport_September_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 48.0 Cr (2025-08) to 9028.0 Cr (2025-09)
400081,2025-11,"National Sports University [NSU], Imphal [Manipur] Ministry of Petroleum & Natural Gas Total (1) 906.47 559.27",FlashReport_November_2025.pdf,LARGE_COST_SHIFT,MEDIUM,Original cost changed significantly from 53.0 Cr (2025-10) to 906.47 Cr (2025-11)
